id,name,real_name,birth_date,date_born,height,weight,height_cm,weight_kg,nationality,description,extract,debut,debut_year,retired,image_url,image_large,promotion,team,source,link,url,total_wins,total_losses,total_matches,win_rate,total_titles,es_campeon,championship_probability,edad,experiencia_anos,promedio_combates_por_año,ratio_victorias,total_titulos,total_reinados
16,Spike Dudley,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,185.0,221.0,406.0,0.45566502463054187,6.0,1,32.8642936596218,,,,0.45566502463054187,6.0,0
17,Justin Credible,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,142.0,158.0,300.0,0.47333333333333333,3.0,1,33.76270396270396,,,,0.47333333333333333,3.0,0
18,The Sandman,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,105.0,98.0,203.0,0.5172413793103449,2.0,1,36.77293428757319,,,,0.5172413793103449,2.0,0
24,Phoenix,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.0,1.0,1.0,0.0,0.0,0,0.0,,,,0.0,0.0,0
31,Danny Doring & Nova,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1.0,0.0,1.0,1.0,0.0,0,70.0,,,,1.0,0.0,0
33,Tommy Dreamer,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,206.0,227.0,433.0,0.47575057736720555,5.0,1,34.0271780968638,,,,0.47575057736720555,5.0,0
37,Cyrus & Jerry Lynn,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1.0,0.0,1.0,1.0,0.0,0,70.0,,,,1.0,0.0,0
39,Amish Roadkill & Danny Doring,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,5.0,16.0,21.0,0.23809523809523808,0.0,0,16.666666666666664,,,,0.23809523809523808,0.0,0
42,Chris Hamrick,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,1.0,21.0,22.0,0.045454545454545456,0.0,0,3.1818181818181817,,,,0.045454545454545456,0.0,0
45,Mikey Whipwreck & Yoshihiro Tajiri,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,11.0,4.0,15.0,0.7333333333333333,0.0,0,51.33333333333333,,,,0.7333333333333333,0.0,0
46,Kid Kash & Little Guido & Super Crazy & Tony Mamaluke,<NA>,,<NA>,<NA>,<NA>,,,<NA>,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,0.0,1.0,1.0,0.0,0.0,0,0.0,,,,0.0,0.0,0
