overall_reign,holder,won_date,event_name,location,champion_reign_number,reign_days,days_recognized,era,notes,title,start_date,champion_name,source_order,holder_slug,champion_name_slug
,Naomi,,Card #6633,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Smackdown Womens Championship,,Naomi,6633.0,naomi,naomi
,Alexa Bliss,,Card #6687,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Smackdown Womens Championship,,Alexa Bliss,6687.0,alexa bliss,alexa bliss
,Alexa Bliss,,Card #6773,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Smackdown Womens Championship,,Alexa Bliss,6773.0,alexa bliss,alexa bliss
,Becky Lynch,,Card #6892,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Smackdown Womens Championship,,Becky Lynch,6892.0,becky lynch,becky lynch
,Jasper Troy,,Card #714,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Title,,Jasper Troy,714.0,jasper troy,jasper troy
,El Grande Americano,,Card #4372,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Title,,El Grande Americano,4372.0,el grande americano,el grande americano
,Dragon Lee,,Card #4532,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Title,,Dragon Lee,4532.0,dragon lee,dragon lee
,Andrade,,Card #4660,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Title,,Andrade,4660.0,andrade,andrade
,Ricochet,,Card #4694,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Title,,Ricochet,4694.0,ricochet,ricochet
,Fallon Henley,,Card #709,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Women's Title,,Fallon Henley,709.0,fallon henley,fallon henley
,Sol Ruca,,Card #4398,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Women's Title,,Sol Ruca,4398.0,sol ruca,sol ruca
,Candice LeRae,,Card #4568,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Speed Women's Title,,Candice LeRae,4568.0,candice lerae,candice lerae
,Dexter Lumis & Joe Gacy,,Card #4307,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Dexter Lumis & Joe Gacy,4307.0,dexter lumis joe gacy,dexter lumis joe gacy
,Angelo Dawkins & Montez Ford,,Card #4428,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Angelo Dawkins & Montez Ford,4428.0,angelo dawkins montez ford,angelo dawkins montez ford
,Johnny Gargano & Tommaso Ciampa,,Card #4521,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Johnny Gargano & Tommaso Ciampa,4521.0,johnny gargano tommaso ciampa,johnny gargano tommaso ciampa
,Alex Shelley & Chris Sabin,,Card #4549,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Alex Shelley & Chris Sabin,4549.0,alex shelley chris sabin,alex shelley chris sabin
,Jacob Fatu & Tama Tonga,,Card #4618,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Jacob Fatu & Tama Tonga,4618.0,jacob fatu tama tonga,jacob fatu tama tonga
,Johnny Gargano & Tommaso Ciampa,,Card #4641,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Johnny Gargano & Tommaso Ciampa,4641.0,johnny gargano tommaso ciampa,johnny gargano tommaso ciampa
,Big E & Kofi Kingston,,Card #7315,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Big E & Kofi Kingston,7315.0,big e kofi kingston,big e kofi kingston
,Darren Young & Titus O'Neil,,Card #7398,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Darren Young & Titus O'Neil,7398.0,darren young titus o neil,darren young titus o neil
,Big E & Kofi Kingston,,Card #7460,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Big E & Kofi Kingston,7460.0,big e kofi kingston,big e kofi kingston
,Cesaro & Tyson Kidd,,Card #7537,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Cesaro & Tyson Kidd,7537.0,cesaro tyson kidd,cesaro tyson kidd
,Jey Uso & Jimmy Uso,,Card #7597,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Jey Uso & Jimmy Uso,7597.0,jey uso jimmy uso,jey uso jimmy uso
,Damien Mizdow & The Miz,,Card #7634,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Damien Mizdow & The Miz,7634.0,damien mizdow the miz,damien mizdow the miz
,Goldust & Stardust,,Card #7713,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Goldust & Stardust,7713.0,goldust stardust,goldust stardust
,Jey Uso & Jimmy Uso,,Card #7943,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Jey Uso & Jimmy Uso,7943.0,jey uso jimmy uso,jey uso jimmy uso
,Billy Gunn & Road Dogg,,Card #7983,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Billy Gunn & Road Dogg,7983.0,billy gunn road dogg,billy gunn road dogg
,Cody Rhodes & Goldust,,Card #8102,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Cody Rhodes & Goldust,8102.0,cody rhodes goldust,cody rhodes goldust
,Roman Reigns & Seth Rollins,,Card #8274,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Roman Reigns & Seth Rollins,8274.0,roman reigns seth rollins,roman reigns seth rollins
,Daniel Bryan & Kane,,Card #8599,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Daniel Bryan & Kane,8599.0,daniel bryan kane,daniel bryan kane
,Kofi Kingston & R-Truth,,Card #8772,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Kofi Kingston & R-Truth,8772.0,kofi kingston r truth,kofi kingston r truth
,Epico & Primo,,Card #8921,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Epico & Primo,8921.0,epico primo,epico primo
,Evan Bourne & Kofi Kingston,,Card #9108,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Evan Bourne & Kofi Kingston,9108.0,evan bourne kofi kingston,evan bourne kofi kingston
,David Otunga & Michael McGillicutty,,Card #9189,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,David Otunga & Michael McGillicutty,9189.0,david otunga michael mcgillicutty,david otunga michael mcgillicutty
,Kane & The Big Show,,Card #9214,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Kane & The Big Show,9214.0,kane the big show,kane the big show
,John Cena & The Miz,,Card #9263,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,John Cena & The Miz,9263.0,john cena the miz,john cena the miz
,Heath Slater & Justin Gabriel,,Card #9263,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Heath Slater & Justin Gabriel,9263.0,heath slater justin gabriel,heath slater justin gabriel
,Heath Slater & Justin Gabriel,,Card #9265,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Heath Slater & Justin Gabriel,9265.0,heath slater justin gabriel,heath slater justin gabriel
,Santino Marella & Vladimir Kozlov,,Card #9325,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Santino Marella & Vladimir Kozlov,9325.0,santino marella vladimir kozlov,santino marella vladimir kozlov
,Cody Rhodes & Drew McIntyre,,Card #9390,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Cody Rhodes & Drew McIntyre,9390.0,cody rhodes drew mcintyre,cody rhodes drew mcintyre
,CM Punk & Kofi Kingston,,Card #9915,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,CM Punk & Kofi Kingston,9915.0,cm punk kofi kingston,cm punk kofi kingston
,Cody Rhodes & Jr. & Ted DiBiase,,Card #9957,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Cody Rhodes & Jr. & Ted DiBiase,9957.0,cody rhodes jr ted dibiase,cody rhodes jr ted dibiase
,Batista & John Cena,,Card #9960,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Batista & John Cena,9960.0,batista john cena,batista john cena
,Curt Hawkins & Zack Ryder,,Card #9969,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Curt Hawkins & Zack Ryder,9969.0,curt hawkins zack ryder,curt hawkins zack ryder
,Lance Cade & Trevor Murdoch,,Card #10229,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Lance Cade & Trevor Murdoch,10229.0,lance cade trevor murdoch,lance cade trevor murdoch
,Deuce & Domino,,Card #10259,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Deuce & Domino,10259.0,deuce domino,deuce domino
,Jeff Hardy & Matt Hardy,,Card #10269,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Jeff Hardy & Matt Hardy,10269.0,jeff hardy matt hardy,jeff hardy matt hardy
,John Cena & Shawn Michaels,,Card #10309,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,John Cena & Shawn Michaels,10309.0,john cena shawn michaels,john cena shawn michaels
,Brian Kendrick & Paul London,,Card #10482,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Brian Kendrick & Paul London,10482.0,brian kendrick paul london,brian kendrick paul london
,Kenny & Mikey,,Card #10512,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Kenny & Mikey,10512.0,kenny mikey,kenny mikey
,Joey Mercury & Johnny Nitro,,Card #10643,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Joey Mercury & Johnny Nitro,10643.0,joey mercury johnny nitro,joey mercury johnny nitro
,Heidenreich & Road Warrior Animal,,Card #10711,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Heidenreich & Road Warrior Animal,10711.0,heidenreich road warrior animal,heidenreich road warrior animal
,Eddie Guerrero & Rey Mysterio,,Card #10818,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Eddie Guerrero & Rey Mysterio,10818.0,eddie guerrero rey mysterio,eddie guerrero rey mysterio
,Tajiri & William Regal,,Card #10827,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Tajiri & William Regal,10827.0,tajiri william regal,tajiri william regal
,Danny Basham & Doug Basham,,Card #10842,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Danny Basham & Doug Basham,10842.0,danny basham doug basham,danny basham doug basham
,Rey Mysterio & Rob Van Dam,,Card #10863,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Rey Mysterio & Rob Van Dam,10863.0,rey mysterio rob van dam,rey mysterio rob van dam
,Eugene & William Regal,,Card #10880,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Eugene & William Regal,10880.0,eugene william regal,eugene william regal
,Rob Conway & Sylvain Grenier,,Card #10891,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Rob Conway & Sylvain Grenier,10891.0,rob conway sylvain grenier,rob conway sylvain grenier
,Kenzo Suzuki & Rene Dupree,,Card #10932,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Kenzo Suzuki & Rene Dupree,10932.0,kenzo suzuki rene dupree,kenzo suzuki rene dupree
,Bubba Ray Dudley & D-Von Dudley,,Card #10990,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Bubba Ray Dudley & D-Von Dudley,10990.0,bubba ray dudley d von dudley,bubba ray dudley d von dudley
,Rob Conway & Sylvain Grenier,,Card #11003,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Rob Conway & Sylvain Grenier,11003.0,rob conway sylvain grenier,rob conway sylvain grenier
,Charlie Haas & Rico,,Card #11029,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Charlie Haas & Rico,11029.0,charlie haas rico,charlie haas rico
,Danny Basham & Doug Basham,,Card #11161,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Danny Basham & Doug Basham,11161.0,danny basham doug basham,danny basham doug basham
,Eddie Guerrero & Tajiri,,Card #11280,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Eddie Guerrero & Tajiri,11280.0,eddie guerrero tajiri,eddie guerrero tajiri
,Charlie Haas & Shelton Benjamin,,Card #11347,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Charlie Haas & Shelton Benjamin,11347.0,charlie haas shelton benjamin,charlie haas shelton benjamin
,Lance Storm & William Regal,,Card #11361,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Lance Storm & William Regal,11361.0,lance storm william regal,lance storm william regal
,Lance Storm & William Regal,,Card #11372,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Lance Storm & William Regal,11372.0,lance storm william regal,lance storm william regal
,Chavo Guerrero & Eddie Guerrero,,Card #11410,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Chavo Guerrero & Eddie Guerrero,11410.0,chavo guerrero eddie guerrero,chavo guerrero eddie guerrero
,Chris Benoit & Kurt Angle,,Card #11434,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Chris Benoit & Kurt Angle,11434.0,chris benoit kurt angle,chris benoit kurt angle
,Chris Jericho & Christian,,Card #11438,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Chris Jericho & Christian,11438.0,chris jericho christian,chris jericho christian
,Kane & The Hurricane,,Card #11453,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Kane & The Hurricane,11453.0,kane the hurricane,kane the hurricane
,Christian & Lance Storm,,Card #11506,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Christian & Lance Storm,11506.0,christian lance storm,christian lance storm
,Edge & Hulk Hogan,,Card #11517,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Edge & Hulk Hogan,11517.0,edge hulk hogan,edge hulk hogan
,Billy & Chuck,,Card #11539,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Tag Team Championship,,Billy & Chuck,11539.0,billy chuck,billy chuck
,Heath Slater & Justin Gabriel,,Card #9360,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Unified Tag Team Titles,,Heath Slater & Justin Gabriel,9360.0,heath slater justin gabriel,heath slater justin gabriel
,David Otunga & John Cena,,Card #9362,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Unified Tag Team Titles,,David Otunga & John Cena,9362.0,david otunga john cena,david otunga john cena
,David Hart Smith & Tyson Kidd,,Card #9501,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Unified Tag Team Titles,,David Hart Smith & Tyson Kidd,9501.0,david hart smith tyson kidd,david hart smith tyson kidd
,The Big Show & The Miz,,Card #9564,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Unified Tag Team Titles,,The Big Show & The Miz,9564.0,the big show the miz,the big show the miz
,Shawn Michaels & Triple H,,Card #9606,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Unified Tag Team Titles,,Shawn Michaels & Triple H,9606.0,shawn michaels triple h,shawn michaels triple h
,Chris Jericho & Edge,,Card #9752,,,,,,Reconstruido desde Kaggle matches.csv (title_change=1),WWE Unified Tag Team Titles,,Chris Jericho & Edge,9752.0,chris jericho edge,chris jericho edge
